"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"240",38.6758349722,-9.322136,NA,"Bombus terrestris",2022,2,27,"tsael","tsael",NA,NA,"Portogallo",NA,"i2_inaturalist_240"
"242",43.3981676535,-3.4758481681,NA,"Apis mellifera",2022,2,27,"fernando481","fernando481",NA,NA,"Cantabria, España",1063,"i2_inaturalist_242"
"243",39.3616866944,-9.1580953333,NA,"Bombus terrestris",2022,2,27,"nuno_meia_onca","nuno_meia_onca",NA,NA,"2510-076 Óbidos, Portugal",NA,"i2_inaturalist_243"
"244",40.4154534274,-3.5986218695,NA,"Bombus terrestris",2022,2,27,"enriqueht","enriqueht",NA,NA,"Rosas, Madrid, España",4,"i2_inaturalist_244"
"246",38.674960523,-9.1633295572,NA,"Xylocopa violacea",2022,2,25,"imarques","imarques",NA,NA,"Almada, Portugal",29,"i2_inaturalist_246"
"247",42.240531638,-5.4884968313,NA,"Apis mellifera iberiensis",2022,2,27,"cronicas_salvajes","cronicas_salvajes",NA,NA,"León, España",8,"i2_inaturalist_247"
"248",38.753653,-9.1504499,NA,"Bombus terrestris",2022,2,27,"francisco_amorim","francisco_amorim",NA,NA,"1700-094 Lisbon, Portugal",28,"i2_inaturalist_248"
"249",41.1775283333,-8.5986366667,NA,"Apis mellifera",2022,2,27,"mjdrumond","mjdrumond",NA,NA,"Parque da Quinta de Lamas, Porto, Norte, PT",6,"i2_inaturalist_249"
"251",40.5582434444,-3.6369898889,NA,"Bombus terrestris",2022,2,27,"sanse_alnatural","sanse_alnatural",NA,NA,"28701 San Sebastián de los Reyes, Madrid, España",NA,"i2_inaturalist_251"
"253",40.1956783333,-8.3955383333,NA,"Bombus terrestris lusitanicus",2022,2,27,"helenum","helenum",NA,NA,"Rua António Pinho Brojo, Coimbra, Centro, PT",31,"i2_inaturalist_253"
"254",38.7477828168,-9.1933465004,NA,"Xylocopa violacea",2022,2,21,"matilde1209","matilde1209",NA,NA,"Lisbon, Portugal",93,"i2_inaturalist_254"
"255",36.9314112475,-4.6792170443,NA,"Xylocopa violacea",2022,2,27,"paulaa13","paulaa13",NA,NA,"Polígono 7, Valle de Abdalajís, Málaga, ES",8,"i2_inaturalist_255"
"257",38.740124,-9.284184,NA,"Apis mellifera",2022,2,26,"maremimar","maremimar",NA,NA,"Fábrica da Pólvora, Barcarena",51,"i2_inaturalist_257"
"258",40.2558900106,-8.0621768473,NA,"Apis mellifera",2017,5,2,"plemos","plemos",NA,NA,"Coimbra, PT",4,"i2_inaturalist_258"
"260",38.575867071,-9.1461871635,NA,"Apis mellifera",2022,2,20,"tiagojrc","tiagojrc",NA,NA,"Corroios, Portugal",48,"i2_inaturalist_260"
"262",37.4127005269,-5.997171253,NA,"Nomada agrestis",2022,2,26,"maja_aqua_zg","maja_aqua_zg",NA,NA,"Seville, Spain",145,"i2_inaturalist_262"
"263",37.4128270208,-5.997386165,NA,"Nomada goodeniana",2022,2,26,"maja_aqua_zg","maja_aqua_zg",NA,NA,"Perros Alamillo Park",164,"i2_inaturalist_263"
"264",37.4127921351,-5.9966341406,NA,"Xylocopa violacea",2022,2,26,"maja_aqua_zg","maja_aqua_zg",NA,NA,"41015 Seville, Spain",82,"i2_inaturalist_264"
"265",38.5787247253,-9.1431190762,NA,"Apis mellifera",2022,2,20,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",252,"i2_inaturalist_265"
"266",36.7190905751,-4.3466367647,NA,"Anthophora plumipes",2022,2,26,"lucia392","lucia392",NA,NA,"Calle del Mirador del Candado, Málaga, Málaga, ES",23,"i2_inaturalist_266"
"267",38.8558685314,-7.0141467682,NA,"Eucera nigrilabris",2022,2,26,"jose_rasero","jose_rasero",NA,NA,"Badajoz, España",129,"i2_inaturalist_267"
"270",37.122912485,-8.522204925,NA,"Xylocopa violacea",2022,2,25,"rogermc","rogermc",NA,NA,"8400 Ferragudo, Portugal",61,"i2_inaturalist_270"
"271",41.2266404714,-8.7146118479,NA,"Bombus pascuorum",2022,2,26,"luisfssantos","luisfssantos",NA,NA,"4455 Perafita, Portugal",47,"i2_inaturalist_271"
"273",38.5376336018,-8.3668217808,NA,"Apis mellifera",2022,2,26,"dgclaro","dgclaro",NA,NA,"Barrancão CCI: 3113, 7580-701, Portugal",14,"i2_inaturalist_273"
"274",40.6378002,-8.6086332997,NA,"Bombus terrestris lusitanicus",2022,2,26,"mhm43","mhm43",NA,NA,"Santa Joana, 3810, Portugal",NA,"i2_inaturalist_274"
"275",38.717913,-9.424735,NA,"Apis mellifera",2022,2,24,"rmsantosp","rmsantosp",NA,NA,"Escola Secundária de Alvide, Cascais, Portugal",2,"i2_inaturalist_275"
"276",37.0849342222,-7.6644801944,NA,"Apis mellifera",2022,2,25,"nelson_conceicao","nelson_conceicao",NA,NA,"Santa Luzia, 8800 Santa Luzia, Portugal",NA,"i2_inaturalist_276"
"277",39.2854862412,-7.4278394621,NA,"Apis mellifera",2022,2,25,"mtfoliveira","mtfoliveira",NA,NA,"Ribeiro do Baco, 7300 Portalegre, Portugal",15,"i2_inaturalist_277"
"278",39.2854862412,-7.4278394621,NA,"Apis mellifera",2022,2,25,"mtfoliveira","mtfoliveira",NA,NA,"Ribeiro do Baco, 7300 Portalegre, Portugal",15,"i2_inaturalist_278"
"279",39.2854862412,-7.4278394621,NA,"Bombus terrestris",2022,2,25,"mtfoliveira","mtfoliveira",NA,NA,"Ribeiro do Baco, 7300 Portalegre, Portugal",15,"i2_inaturalist_279"
"280",40.7113,-8.3441361111,NA,"Apis mellifera",2022,2,24,"jumak16","jumak16",NA,NA,"3740 Cedrim, Portugal",NA,"i2_inaturalist_280"
"281",37.1214065278,-7.6215848889,NA,"Apis mellifera",2022,2,25,"nelson_conceicao","nelson_conceicao",NA,NA,"8800, Tavira, Portugal",NA,"i2_inaturalist_281"
"283",39.2854862412,-7.4278394621,NA,"Apis mellifera",2022,2,25,"mtfoliveira","mtfoliveira",NA,NA,"Ribeiro do Baco, 7300 Portalegre, Portugal",15,"i2_inaturalist_283"
"284",39.2854862412,-7.4278394621,NA,"Apis mellifera",2022,2,25,"mtfoliveira","mtfoliveira",NA,NA,"Ribeiro do Baco, 7300 Portalegre, Portugal",15,"i2_inaturalist_284"
"285",39.2854862412,-7.4278394621,NA,"Bombus terrestris",2022,2,25,"mtfoliveira","mtfoliveira",NA,NA,"Ribeiro do Baco, 7300 Portalegre, Portugal",15,"i2_inaturalist_285"
"286",36.7056674641,-4.492353198,NA,"Anthophora plumipes",2022,2,25,"lucia392","lucia392",NA,NA,"Calle de José María Jacquard, Málaga, Málaga, ES",5,"i2_inaturalist_286"
"290",41.0982396005,-8.5577017422,NA,"Bombus pascuorum",2022,2,25,"jorgepgomes","jorgepgomes",NA,NA,"4430 Avintes, Portugal",2,"i2_inaturalist_290"
"291",40.0903341722,-8.397083325,NA,"Xylocopa violacea",2022,2,25,"luis_cardoso","luis_cardoso",NA,NA,"Portugal",10,"i2_inaturalist_291"
"292",39.2346133333,-8.6922033333,NA,"Bombus ruderatus",2022,2,25,"sarafonseca","sarafonseca",NA,NA,"Avenida 25 de Abril, Santarém, Alentejo, PT",NA,"i2_inaturalist_292"
"293",40.4091131046,-3.7162357147,NA,"Anthophora plumipes",2022,2,24,"angelmm","angelmm",NA,NA,"Palacio, Madrid, Spain",5,"i2_inaturalist_293"
"294",40.4935771651,-3.6360051236,NA,"Apis mellifera iberiensis",2022,2,20,"balles2601","balles2601",NA,NA,"Valdefuentes, Madrid, España",1,"i2_inaturalist_294"
"295",40.66345,-3.7882333333,NA,"Apis mellifera iberiensis",2022,2,24,"arseniogonzalez-anapri","arseniogonzalez-anapri",NA,NA,"Madrid, España",NA,"i2_inaturalist_295"
"296",40.6634633333,-3.788245,NA,"Apis mellifera iberiensis",2022,2,24,"arseniogonzalez-anapri","arseniogonzalez-anapri",NA,NA,"Madrid, España",NA,"i2_inaturalist_296"
"298",38.7090222222,-9.1693083333,NA,"Xylocopa violacea",2022,2,24,"danielhartley","danielhartley",NA,NA,"Lisbon, Portugal",10,"i2_inaturalist_298"
"299",37.3725773493,-5.9718867391,NA,"Xylocopa violacea",2022,2,24,"joseronchel","joseronchel",NA,NA,"41013 Sevilla, España",161,"i2_inaturalist_299"
"307",39.813014,-5.9370734,NA,"Bombus terrestris lusitanicus",2016,5,12,"suelabbe","suelabbe",NA,NA,"10695 Villareal de San Carlos, Cáceres, Espagne",11532,"i2_inaturalist_307"
"309",41.4306097858,-8.3890692289,NA,"Bombus terrestris",2022,2,23,"luismachado","luismachado",NA,NA,"4805 Ronfe, Portugal",120,"i2_inaturalist_309"
"311",38.736854,-9.159809,NA,"Bombus terrestris lusitanicus",2022,2,23,"maremimar","maremimar",NA,NA,"Praça de Espanha, Lisboa",25,"i2_inaturalist_311"
"312",40.1474096814,-5.1197165313,NA,"Apis mellifera",2022,2,19,"antoniorico","antoniorico",NA,NA,"Ávila, España",31,"i2_inaturalist_312"
"313",42.3837488101,-3.5050717604,NA,"Apis mellifera",2022,2,21,"victor831","victor831",NA,NA,"Burgos, España",61,"i2_inaturalist_313"
"314",36.7150906882,-4.4729851931,NA,"Bombus terrestris",2022,2,22,"pablocozano","pablocozano",NA,NA,"Huerto docente de Ciencias",186,"i2_inaturalist_314"
"315",40.7423572,-7.7321201,NA,"Bombus hortorum",2022,2,22,"cristina-carvalho","cristina-carvalho",NA,NA,"3560 Sátão, Portugal",3919,"i2_inaturalist_315"
"316",37.204451251,-8.4205805111,NA,"Bombus terrestris",2022,2,22,"luisfssantos","luisfssantos",NA,NA,"Silves, Portugal",9,"i2_inaturalist_316"
"318",37.1232112441,-8.6005400177,NA,"Apis mellifera",2022,2,22,"arochaportugal","arochaportugal",NA,NA,"8500 Alvor, Portugal",61,"i2_inaturalist_318"
"319",38.280698216,-6.5541075435,NA,"Apis mellifera iberiensis",2022,2,21,"cronicas_salvajes","cronicas_salvajes",NA,NA,"Badajoz, España",15,"i2_inaturalist_319"
"320",40.30774258,-3.75262989,NA,"Apis mellifera",2022,2,22,"jesus_martin1","jesus_martin1",NA,NA,"28905 Getafe, Madrid, España",3,"i2_inaturalist_320"
"321",40.0436294034,-8.2866731574,NA,"Bombus pascuorum",2022,2,22,"luis_cardoso","luis_cardoso",NA,NA,"Portugal",4,"i2_inaturalist_321"
"322",40.7057972222,-8.36115,NA,"Apis mellifera",2022,2,22,"jumak16","jumak16",NA,NA,"Paradela, 3740, Portugal",NA,"i2_inaturalist_322"
"327",36.7160168415,-4.4715676457,NA,"Xylocopa violacea",2022,2,21,"graellsio","graellsio",NA,NA,"Jardín Botánico, 29010 Málaga, España",43,"i2_inaturalist_327"
"328",37.6571883333,-7.83093,NA,"Apis mellifera",2022,2,20,"crpalma","crpalma",NA,NA,"Alcaria Ruiva, Alcaria Ruiva, Alentejo, PT",4,"i2_inaturalist_328"
"329",38.7598997771,-9.1328801215,NA,"Apis mellifera",2022,2,21,"ana579","ana579",NA,NA,"Parque José Gomes Ferreira",163,"i2_inaturalist_329"
"333",37.144473508,-8.6075660558,NA,"Apis mellifera",2022,2,18,"arochaportugal","arochaportugal",NA,NA,"Portimão, 8500, Portugal",15,"i2_inaturalist_333"
"334",38.6472831,-8.2122888,NA,"Xylocopa violacea",2016,4,2,"gmmarques","gmmarques",NA,NA,"7050 Montemor-o-Novo, Portugal",7621,"i2_inaturalist_334"
"335",38.6472831,-8.2122888,NA,"Xylocopa violacea",2016,4,2,"gmmarques","gmmarques",NA,NA,"7050 Montemor-o-Novo, Portugal",7621,"i2_inaturalist_335"
"336",36.836318,-4.608899,NA,"Apis mellifera",2019,12,22,"liesvanrompaey","liesvanrompaey",NA,NA,"Alora, Arroyo de los Huertos",210,"i2_inaturalist_336"
"337",36.832388,-4.624176,NA,"Apis mellifera",2016,6,16,"liesvanrompaey","liesvanrompaey",NA,NA,"Alora, Arroyo Ancon",53,"i2_inaturalist_337"
"339",40.0937987457,-8.1965380535,NA,"Anthophora plumipes",2022,2,18,"dvpcanario","dvpcanario",NA,NA,"Lousã, 3200, Portugal",63,"i2_inaturalist_339"
"340",41.173566,-8.478547,NA,"Xylocopa violacea",2022,2,20,"ajdmarques","ajdmarques",NA,NA,"Campo, 4440 Campo, Portugal",NA,"i2_inaturalist_340"
"341",41.141147,-8.666872,NA,"Bombus pascuorum",2022,2,20,"jmgrossosilva","jmgrossosilva",NA,NA,"Reserva Natural local do Estuário do Douro, Vila Nova de Gaia, Portugal",NA,"i2_inaturalist_341"
"342",39.5564533333,-8.8086533333,NA,"Bombus terrestris",2022,2,20,"rafaela108","rafaela108",NA,NA,"Serro Ventoso, 2480, Portugal",9,"i2_inaturalist_342"
"343",40.7113083333,-8.3441611111,NA,"Bombus terrestris",2022,2,20,"jumak16","jumak16",NA,NA,"3740 Cedrim, Portugal",NA,"i2_inaturalist_343"
"344",39.5897216667,-8.4776866667,NA,"Bombus terrestris",2022,2,20,"susanasenra","susanasenra",NA,NA,"Rua dos Traviscais, Madalena, Centro, PT",5,"i2_inaturalist_344"
"345",38.7324959722,-9.247386,NA,"Xylocopa violacea",2022,2,20,"gmmarques","gmmarques",NA,NA,"Carnaxide, 2790, Portugal",NA,"i2_inaturalist_345"
"347",39.0448416667,-8.6856566667,NA,"Bombus terrestris",2022,2,20,"mjteixeira","mjteixeira",NA,NA,"Salvaterra de Magos, Santarém, Portugal",NA,"i2_inaturalist_347"
"348",39.0448666667,-8.6857416667,NA,"Apis mellifera",2022,2,20,"mjteixeira","mjteixeira",NA,NA,"2125 Marinhais, Portugal",NA,"i2_inaturalist_348"
"349",37.4194908056,-6.0753431111,NA,"Apis mellifera",2021,12,19,"manuelmarquezp","manuelmarquezp",NA,NA,"41907 Valencina de la Concepción, Sevilla, España",NA,"i2_inaturalist_349"
"350",40.8994751462,-8.2359633352,NA,"Bombus terrestris lusitanicus",2022,2,19,"cminda","cminda",NA,NA,"Arouca, 4540, Portugal",8,"i2_inaturalist_350"
"351",38.7492627997,-9.1623508,NA,"Xylocopa violacea",2022,2,19,"pedro477","pedro477",NA,NA,"1600-190 Lisboa, Portugal",NA,"i2_inaturalist_351"
"352",37.0327909252,-7.8170485549,NA,"Xylocopa violacea",2022,2,19,"thijsfabia","thijsfabia",NA,NA,"8700 Quelfes, Portugal",198,"i2_inaturalist_352"
"353",38.7961046693,-9.0917897771,NA,"Xylocopa violacea",2022,2,16,"pcaseirito","pcaseirito",NA,NA,"Parque das Nações, Lisboa, Portugal",1,"i2_inaturalist_353"
"354",40.6376664,-8.6086392,NA,"Bombus terrestris lusitanicus",2022,2,19,"mhm43","mhm43",NA,NA,"Santa Joana, 3810, Portugal",NA,"i2_inaturalist_354"
"355",35.9110997755,-5.3706185319,NA,"Bombus terrestris",2022,2,19,"la_historia","la_historia",NA,NA,"Ceuta, España",31,"i2_inaturalist_355"
"356",40.2895423713,-4.7442621365,NA,"Apis mellifera",2022,2,19,"javsagg34","javsagg34",NA,NA,"Casavieja, 05450, Ávila, España",5,"i2_inaturalist_356"
"357",40.2899566754,-4.7444529086,NA,"Apis mellifera",2022,2,19,"javsagg34","javsagg34",NA,NA,"Casavieja, 05450, Ávila, España",10,"i2_inaturalist_357"
"358",37.4015362687,-5.913740471,NA,"Eucera longicornis",2022,2,19,"ranosevillano","ranosevillano",NA,NA,"Sevilla Este, Sevilla, España",36,"i2_inaturalist_358"
"359",38.77317,-9.2063,NA,"Bombus terrestris",2022,2,19,"rafaela108","rafaela108",NA,NA,"1675 Pontinha, Portugal",7,"i2_inaturalist_359"
"360",38.696496662,-9.3285942078,NA,"Bombus pascuorum",2022,2,18,"froilano","froilano",NA,NA,"2780 Oeiras, Portugal",244,"i2_inaturalist_360"
"361",38.4893575331,-9.0292910007,NA,"Bombus ruderatus",2022,2,7,"tiagojrc","tiagojrc",NA,NA,"Setúbal, Portugal",69,"i2_inaturalist_361"
"362",40.0030332635,-4.8377656192,NA,"Apis mellifera",2022,2,16,"jmsandicor18","jmsandicor18",NA,NA,"Talavera de la Reina, Toledo, España",20,"i2_inaturalist_362"
"363",41.5993542,-8.2790531,NA,"Bombus terrestris",2022,2,18,"jose1604","jose1604",NA,NA,"Rendufinho, 4830, Portugal",20,"i2_inaturalist_363"
"364",38.4893575331,-9.0292910007,NA,"Apis mellifera",2022,2,7,"tiagojrc","tiagojrc",NA,NA,"Setúbal, Portugal",69,"i2_inaturalist_364"
"367",38.7154805556,-9.1964666667,NA,"Bombus terrestris",2022,2,18,"diogo_sebas","diogo_sebas",NA,NA,"Pólo Universitário Da Ajuda, 1300-666 Lisboa, Portugal",NA,"i2_inaturalist_367"
"368",39.1811111111,-9.315,NA,"Bombus terrestris",NA,NA,NA,"diana_fonseca","diana_fonseca",NA,NA,"2530-814 Vimeiro, Portugal",NA,"i2_inaturalist_368"
"370",40.3381482889,-8.0301886428,NA,"Xylocopa violacea",2014,3,9,"plemos","plemos",NA,NA,"Coimbra, PT",4,"i2_inaturalist_370"
"371",37.194803087,-3.5477881711,NA,"Xylocopa violacea",2022,2,17,"itgranada","itgranada",NA,NA,"Granada, ES-AN, ES",8,"i2_inaturalist_371"
"372",36.8558083333,-4.0203,NA,"Xylocopa violacea",2022,2,17,"rosayrene","rosayrene",NA,NA,"Málaga, Spanje",NA,"i2_inaturalist_372"
"373",36.8558083333,-4.0203,NA,"Xylocopa violacea",2022,2,17,"rosayrene","rosayrene",NA,NA,"Málaga, Spanje",NA,"i2_inaturalist_373"
"374",37.1646499634,-8.0369024277,NA,"Xylocopa violacea",2022,2,17,"margogoldspink","margogoldspink",NA,NA,"Loulé",43,"i2_inaturalist_374"
"376",38.7415094208,-9.1621494759,NA,"Apis mellifera",2022,2,17,"joaosavalerio","joaosavalerio",NA,NA,"Escola Secundária Dom Pedro V, Lisboa, Lisboa, PT",10,"i2_inaturalist_376"
"377",38.702275,-9.2604944444,NA,"Apis mellifera",2022,2,16,"j_orfao","j_orfao",NA,NA,"1495 Cruz Quebrada, Portugal",10,"i2_inaturalist_377"
"378",41.0782166292,-8.646514155,NA,"Bombus vestalis",2022,2,16,"amanithor","amanithor",NA,NA,"4405-685 Vila Nova de Gaia, Portugal",6,"i2_inaturalist_378"
"380",37.1442939132,-8.6084350915,NA,"Xylocopa violacea",2022,2,16,"arochaportugal","arochaportugal",NA,NA,"Portimão, 8500, Portugal",15,"i2_inaturalist_380"
"382",40.6319992593,-8.6612901092,NA,"Bombus pascuorum",2022,2,16,"diogoribeiro","diogoribeiro",NA,NA,"3810-193 Aveiro, Portugal",188,"i2_inaturalist_382"
"383",38.798855,-3.744525,NA,"Eucera nigrilabris",2022,2,16,"jesusvallez","jesusvallez",NA,NA,"Ronda de las Pilas, Granátula de Calatrava, Ciudad Real, ES",11,"i2_inaturalist_383"
"385",37.3611867307,-5.9865668043,NA,"Xylocopa violacea",2022,2,16,"alejandroro","alejandroro",NA,NA,"Reina Mercedes (Escuela Ing. Edificación), 41012 Sevilla, España",18,"i2_inaturalist_385"
"387",36.7152632341,-4.4728517532,NA,"Xylocopa violacea",2022,2,16,"graellsio","graellsio",NA,NA,"Cdad. Universitaria, 29010 Málaga, España",19,"i2_inaturalist_387"
"391",39.2336137955,-9.1327857744,NA,"Bombus pratorum",2009,4,28,"plemos","plemos",NA,NA,"Portugal",8,"i2_inaturalist_391"
"393",37.1542797731,-8.6097192764,NA,"Bombus terrestris lusitanicus",2022,2,15,"carlaescarduca","carlaescarduca",NA,NA,"Portimão, 8500, Portugal",31,"i2_inaturalist_393"
"394",40.599538613,-8.6613668874,NA,"Bombus terrestris",2022,2,15,"beatriizlops","beatriizlops",NA,NA,"Escola Secundária Dr. João Carlos Celestino Gomes",176,"i2_inaturalist_394"
"398",38.9109716667,-9.418245,NA,"Apis mellifera",2022,2,15,"tiago_dz","tiago_dz",NA,NA,"Sintra-cascais Natural Park, São João das Lampas, Lisboa, PT",27,"i2_inaturalist_398"
"399",38.9108583333,-9.4182916667,NA,"Bombus ruderatus",2022,2,15,"tiago_dz","tiago_dz",NA,NA,"Sintra-cascais Natural Park, São João das Lampas, Lisboa, PT",5,"i2_inaturalist_399"
"401",36.6536071663,-4.4843926281,NA,"Apis mellifera",2022,1,28,"moleo","moleo",NA,NA,"Campamento Benítez, 29004 Málaga, España",119,"i2_inaturalist_401"
"402",37.1814013898,-7.4490821734,NA,"Apis mellifera",2022,2,14,"nijntje51","nijntje51",NA,NA,"8900-440 Monte Gordo, Portugal",1757,"i2_inaturalist_402"
"403",37.2108138889,-7.9818555556,NA,"Apis mellifera iberiensis",2022,2,11,"joaotiagotavares","joaotiagotavares",NA,NA,"Loulé, Portugal",NA,"i2_inaturalist_403"
"404",37.2111555556,-7.9835722222,NA,"Xylocopa cantabrita",2022,2,11,"joaotiagotavares","joaotiagotavares",NA,NA,"Loulé, Portugal",NA,"i2_inaturalist_404"
"405",37.2667182513,-4.9179214239,NA,"Eucera nigrilabris",2022,2,14,"javier_estepa","javier_estepa",NA,NA,"41565 Gilena, Sevilla, España",406,"i2_inaturalist_405"
"407",37.1445962442,-8.6075982423,NA,"Bombus terrestris lusitanicus",2022,2,14,"arochaportugal","arochaportugal",NA,NA,"Portimão, 8500, Portugal",15,"i2_inaturalist_407"
"408",37.1446219005,-8.6075767847,NA,"Apis mellifera",2022,2,14,"arochaportugal","arochaportugal",NA,NA,"Portimão, 8500, Portugal",15,"i2_inaturalist_408"
"409",36.637112,-6.3856409722,NA,"Apis mellifera",2022,2,14,"lucamo","lucamo",NA,NA,"11520 Rota, Cádiz, España",NA,"i2_inaturalist_409"
"410",40.4428166667,-3.62863,NA,"Bombus terrestris",2022,2,11,"eduardoramirez-anapri","eduardoramirez-anapri",NA,NA,"Comunidad de Madrid, Madrid, Spain",NA,"i2_inaturalist_410"
"411",41.096378479,-8.6398039386,NA,"Bombus terrestris",2022,2,12,"hamishlow","hamishlow",NA,NA,"4405 Valadares, Portugal",3660,"i2_inaturalist_411"
"412",40.4991922,-4.0652559,NA,"Apis mellifera",2022,2,8,"verdemorillo","verdemorillo",NA,NA,"28210 Valdemorillo, Madrid, España",5040,"i2_inaturalist_412"
"413",40.4991922,-4.0652559,NA,"Bombus terrestris",2022,2,9,"verdemorillo","verdemorillo",NA,NA,"28210 Valdemorillo, Madrid, España",5040,"i2_inaturalist_413"
"414",37.0697669722,-7.7231921944,NA,"Apis mellifera",2022,2,13,"nelson_conceicao","nelson_conceicao",NA,NA,"Unnamed Road, 8800, Portugal",NA,"i2_inaturalist_414"
"415",38.7182,-9.1982,NA,"Bombus terrestris lusitanicus",2022,2,13,"pedrodn","pedrodn",NA,NA,"Montes Claros, 1400 Lisboa, Portugal",NA,"i2_inaturalist_415"
"416",37.2798781045,-5.9507635524,NA,"Xylocopa violacea",2022,2,13,"antagarcia","antagarcia",NA,NA,"Dos Hermanas, Sevilla, ES",65,"i2_inaturalist_416"
"417",41.0191312,-8.544636,NA,"Bombus terrestris",2019,4,21,"joel5antos","joel5antos",NA,NA,"Argoncilhe, Portugal",3131,"i2_inaturalist_417"
"418",41.3986992349,-8.2101619989,NA,"Bombus ruderatus",2022,2,12,"pascal_pereira","pascal_pereira",NA,NA,"Jugueiros, 4610, Portugal",23,"i2_inaturalist_418"
"419",41.0791666667,-8.6463888889,NA,"Bombus terrestris",2022,2,12,"amanithor","amanithor",NA,NA,"4405-635 Vila Nova de Gaia, Portugal",NA,"i2_inaturalist_419"
"420",41.0780555556,-8.6466666667,NA,"Bombus pascuorum",2022,2,12,"amanithor","amanithor",NA,NA,"4405-685 Vila Nova de Gaia, Portugal",NA,"i2_inaturalist_420"
"421",41.0780555556,-8.6469444444,NA,"Bombus terrestris lusitanicus",2022,2,12,"amanithor","amanithor",NA,NA,"4405-685 Vila Nova de Gaia, Portugal",NA,"i2_inaturalist_421"
"422",38.7556488912,-9.1569153965,NA,"Apis mellifera",2022,2,2,"tiagojrc","tiagojrc",NA,NA,"Lisboa, Portugal",2,"i2_inaturalist_422"
"423",38.7555747406,-9.156667809,NA,"Xylocopa violacea",2022,2,2,"tiagojrc","tiagojrc",NA,NA,"Lisboa, Portugal",5,"i2_inaturalist_423"
"424",37.7029277778,-5.98965,NA,"Bombus terrestris",2022,2,12,"ranosevillano","ranosevillano",NA,NA,"Sevilla, ES-AN, ES",NA,"i2_inaturalist_424"
"425",37.1776855997,-7.4537861997,NA,"Apis mellifera",2022,2,12,"nijntje51","nijntje51",NA,NA,"Monte Gordo, 8900 Monte Gordo, Portugal",NA,"i2_inaturalist_425"
"427",40.2051976994,-8.4138203406,NA,"Bombus terrestris",2022,2,12,"malecadu","malecadu",NA,NA,"Penedo da Saudade, Coimbra, Centro, PT",698,"i2_inaturalist_427"
"428",40.4819121341,-8.7059365468,NA,"Bombus terrestris",2022,2,12,"charcoscompanhia","charcoscompanhia",NA,NA,"Vagos, PT-AV, PT",8,"i2_inaturalist_428"
"429",40.2056236182,-7.949931457,NA,"Bombus pratorum",2022,2,12,"josecosta1","josecosta1",NA,NA,"Portugal",NA,"i2_inaturalist_429"
"431",41.1897016374,-8.5357154533,NA,"Xylocopa violacea",2022,2,11,"jose1589","jose1589",NA,NA,"Baguim do Monte, 4435 Baguim do Monte, Portugal",191,"i2_inaturalist_431"
"432",38.9937732273,-9.4003473222,NA,"Bombus terrestris lusitanicus",2022,1,12,"marilio_mariposo","marilio_mariposo",NA,NA,"Santo Isidoro, Mafra",5978,"i2_inaturalist_432"
