"Colletes.species","author","country","longitude","latitude","date","Coll../.source"
"schmidi","NOSKIEWICZ","SPAIN","W03.21","N37.03","2006-08-20","F.J. Ortiz-Sánchez "
"schmidi","NOSKIEWICZ","SPAIN","W03.21","N37.03","2006-08-20","F.J. Ortiz-Sánchez "
"schmidi","NOSKIEWICZ","SPAIN","W03.21","N37.03","2006-08-20","F.J. Ortiz-Sánchez "
"schmidi","NOSKIEWICZ","SPAIN","W03.22","N37.04","1982-08-04","Ebmer"
"schmidi","NOSKIEWICZ","SPAIN","W03.22","N37.04","1982-08-04","Ebmer/Kuhlmann(1w)"
"schmidi","NOSKIEWICZ","SPAIN","W03.22","N37.04","1982-08-05","Ebmer/Kuhlmann(2m/1w)"
"schmidi","NOSKIEWICZ","SPAIN","W03.22","N37.03","2006-07-16","Kuhlmann"
"schmidi","NOSKIEWICZ","SPAIN","W03.22.43","N37.04.15","1999-07-14","Kuhlmann"
"schmidi","NOSKIEWICZ","SPAIN","W03.22.54","N37.03.32","1999-07-16","Kuhlmann"
"schmidi","NOSKIEWICZ","SPAIN","W03.23.05","N37.04.10","1999-07-16","Ebmer/Kuhlmann(1w)"
"schmidi","NOSKIEWICZ","SPAIN","W03.26","N37.09","1988-10-05","Museo Zoologico de Coimbra"
"sierrensis","FREY-GESSNER","SPAIN","E02.24","N42.14","2004-09-13","WESTRICH & WESTRICH 2006"
"sierrensis","FREY-GESSNER","SPAIN","W01.26","N40.24","1963-09-22","Zoölogisch Museum Amsterdam"
"similis","SCHENCK","PORTUGAL","W08.04.26","N37.03.56","2017-04-20","Smit"
"similis","SCHENCK","PORTUGAL","W08.09","N41.27","1991-06-15","Schwarz"
"similis","SCHENCK","SPAIN","E01.22.51","N42.07.26","2019-06-09","Wim Klein, Naturalis"
"similis","SCHENCK","SPAIN","E01.49.00","N41.36.40","2019-06-06","Wim Klein, Naturalis"
"similis","SCHENCK","SPAIN","E02.32","N42.13","1999-06-25","Exkursion Uni Bielefeld"
"similis","SCHENCK","SPAIN","E02.51","N41.58","15.-30.9.1996","Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa"
"similis","SCHENCK","SPAIN","E02.51","N41.58","24.-27.9.1996","Museo die Storia Naturale e del Territorio di Calci, Calci/Pisa"
"similis","SCHENCK","SPAIN","W00.02","N41.14","1985-06-06","National Museum of Natural History, Leiden"
"similis","SCHENCK","SPAIN","W00.07","N42.30","1994-06-10","F. Amiet"
"similis","SCHENCK","SPAIN","W00.20","N41.16","2011-05-28","ZISP"
"similis","SCHENCK","SPAIN","W01.07","N42.37","1991-06-12","Deutsches Entomol. Institut, Müncheberg"
"similis","SCHENCK","SPAIN","W01.37","N42.58","1961-06-08","National Museum of Natural History, Leiden"
"similis","SCHENCK","SPAIN","W02.59","N37.01","1991-07-28","J. Ortiz-Sanchez"
"similis","SCHENCK","SPAIN","W03.08","N37.04","1988-06-24","Kuhlmann"
"similis","SCHENCK","SPAIN","W03.26","N37.09","1988-10-05","Museo Zoologico de Coimbra"
"similis","SCHENCK","SPAIN","W03.26","N41.14","1952-07-24","Museo Nacional de Ciencias Naturales, Madrid"
"similis","SCHENCK","SPAIN","W03.26","N37.09","1988-10-05","J. Ortiz-Sanchez"
"similis","SCHENCK","SPAIN","W03.39","N37.14","1987-07-15","J. Ortiz-Sanchez"
"similis","SCHENCK","SPAIN","W03.39","N37.14","1987-07-29","J. Ortiz-Sanchez"
"similis","SCHENCK","SPAIN","W03.54","N37.03","1983-05-28","National Museum of Natural History, Leiden"
"similis","SCHENCK","SPAIN","W08.45","N42.36","1963-08-01","Museo Nacional de Ciencias Naturales, Madrid"
"succinctus","(LINNAEUS)","PORTUGAL","W07.34","N40.19","1990-07-28","Kuhlmann"
"succinctus","(LINNAEUS)","PORTUGAL","W07.46","N40.33","1949-10-28","Museo Zoologico de Coimbra"
"succinctus","(LINNAEUS)","PORTUGAL","W07.58","N41.06","1949-10-03","Museo Zoologico de Coimbra"
"succinctus","(LINNAEUS)","PORTUGAL","W08.35","N37.20","2009-10-13","Baldock"
"succinctus","(LINNAEUS)","PORTUGAL","W08.37","N38.31","1960-09-17","Zoölogisch Museum Amsterdam"
"succinctus","(LINNAEUS)","PORTUGAL","W08.38","N40.45","1961-09-24","Museo Zoologico de Coimbra"
"succinctus","(LINNAEUS)","PORTUGAL","W09.08","N38.43","2015-10-28","Baldock"
"succinctus","(LINNAEUS)","SPAIN","E00.02","N38.43","1997-09-28","Scheuchl"
"succinctus","(LINNAEUS)","SPAIN","E00.35","N40.46","1952-10-16","National Museum of Natural History, Leiden"
"succinctus","(LINNAEUS)","SPAIN","E00.57","N41.03","1952-10-17","National Museum of Natural History, Leiden"
"succinctus","(LINNAEUS)","SPAIN","E01.16","N38.55","1980-10-03","Zoölogisch Museum Amsterdam"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","1905-03-09","Museo Nacional de Ciencias Naturales, Madrid"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","1993-11-12","Saure/Kuhlmann"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","1993-11-10","Saure"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","2003-09-21","Natural History Museum, London"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","2003-09-22","Natural History Museum, London"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","2003-09-20","Kuhlmann"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","2003-09-20","Kuhlmann"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","2003-09-24","Natural History Museum, London"
"succinctus","(LINNAEUS)","SPAIN","E03.00","N39.30","1973-10-13","Zoölogisch Museum Amsterdam"
"succinctus","(LINNAEUS)","SPAIN","E03.03","N39.16","2008-09-20","Vereecken"
"succinctus","(LINNAEUS)","SPAIN","E03.06","N39.47","2011-10-19","Baldock"
"succinctus","(LINNAEUS)","SPAIN","E03.08","N39.46","2010-10-06","Baldock"
"succinctus","(LINNAEUS)","SPAIN","E03.10","N39.40","1974-10-10","National Museum of Natural History, Leiden"
"succinctus","(LINNAEUS)","SPAIN","E03.10","N39.40","1974-10-03","National Museum of Natural History, Leiden"
"succinctus","(LINNAEUS)","SPAIN","E04.00","N40.00","1991-10-04","Kuhlmann"
"succinctus","(LINNAEUS)","SPAIN","E04.02","N39.58","1991-10-03","Burger"
"succinctus","(LINNAEUS)","SPAIN","W00.11","N38.41","1997-09-24","Scheuchl"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","4.-10.11.1989","Gembloux/Kuhlmann(1w)"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","28.10.-3.11.1989","Gembloux/Kuhlmann(3m)"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","20.-27.11.1989","Gembloux"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","11.-19.11.1989","Gembloux"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","29.9.-1.10.1989","Gembloux"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","14.-20.10.1989","Gembloux/Kuhlmann(3m)"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","5.-7.10.1989","Gembloux/Kuhlmann(1m)"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","21.-27.10.1989","Gembloux"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.20","19.-25.12.1989","Gembloux"
"succinctus","(LINNAEUS)","SPAIN","W00.29","N38.21","14.-20.10.1989","Université de Mons Hainaut, Mons"
"succinctus","(LINNAEUS)","SPAIN","W00.57","N37.49","2005-10-02","Scheuchl"
"succinctus","(LINNAEUS)","SPAIN","W00.57","N37.49","2006-10-14","Scheuchl"
"succinctus","(LINNAEUS)","SPAIN","W00.59","N40.24","2008-08-31","J. Ortiz-Sanchez"
"succinctus","(LINNAEUS)","SPAIN","W01.24","N40.14","2007-10-20","J. Ortiz"
"succinctus","(LINNAEUS)","SPAIN","W01.38","N41.21","1961-09-07","Museo Nacional de Ciencias Naturales, Madrid"
"succinctus","(LINNAEUS)","SPAIN","W01.53","N37.17","1992-11-03","J. Ortiz"
"succinctus","(LINNAEUS)","SPAIN","W02.07","N37.06","1991-10-11","J. Ortiz-Sanchez"
"succinctus","(LINNAEUS)","SPAIN","W03.35","N37.10","1973-09-18","Natural History Museum, London"
"succinctus","(LINNAEUS)","SPAIN","W03.41","N36.44","1983-09-08","National Museum of Natural History, Leiden"
"succinctus","(LINNAEUS)","SPAIN","W05.35","N36.01","2005-10-25","Baldock"
"succinctus","(LINNAEUS)","SPAIN","W06.56","N37.15","1983-11-29","J. Ortiz"
"succinctus","(LINNAEUS)","SPAIN","W06.56","N37.15","1983-10-25","J. Ortiz"
"succinctus","(LINNAEUS)","SPAIN","W08.52","N43.13","1986-09-15","Zoölogisch Museum Amsterdam"
"tuberculiger","NOSKIEWICZ","PORTUGAL","W08.15","N37.05","23.5.-6.6.2004","Burger"
"tuberculiger","NOSKIEWICZ","PORTUGAL","W09.12","N38.40","1982-07-13","Natural History Museum, London"
"tuberculiger","NOSKIEWICZ","SPAIN","W01.00","N41.00","21.-24.7.1924","(NOSKIEWICZ 1936)"
"tuberculiger","NOSKIEWICZ","SPAIN","W02.25","N41.10","1972-07-17","Zoölogisch Museum Amsterdam"
"tuberculiger","NOSKIEWICZ","SPAIN","W03.36","N40.01","1920-05-27","(NOSKIEWICZ 1936)"
"tuberculiger","NOSKIEWICZ","SPAIN","W03.36","N40.01","1957-07-04","Museum Luzern"
"tuberculiger","NOSKIEWICZ","SPAIN","W04.01","N39.51","9.-10.6.1968","Kuhlmann"
"tuberculiger","NOSKIEWICZ","SPAIN","W04.06","N40.56","1950-07-19","National Museum of Natural History, Leiden"
"tuberculiger","NOSKIEWICZ","SPAIN","W04.43","N41.39","1971-07-09","O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"tuberculiger","NOSKIEWICZ","SPAIN","W04.49","N41.35","1961-06-05","Kuhlmann"
"tuberculiger","NOSKIEWICZ","SPAIN","W04.49","N41.35","1961-06-25","National Museum of Natural History, Leiden/Kuhlmann(5m)"
"tuberculiger","NOSKIEWICZ","SPAIN","W05.04","N40.34",NA,"O.Ö. Landesmuseum, Linz (Coll. Warncke)"
"tuberculiger","NOSKIEWICZ","SPAIN","W05.05","N40.34","1902-07-03","(NOSKIEWICZ 1936)"
"tuberculiger","NOSKIEWICZ","SPAIN","W05.23","N41.31","1974-06-07","USDA, Logan, Utah"
"tuberculiger","NOSKIEWICZ","SPAIN","W05.54","N41.55","1979-07-14","Natural History Museum, London/Kuhlmann(2w)"
"tuberculiger","NOSKIEWICZ","SPAIN","W06.06.50","N36.27.37","2012-04-26","Smit / Kuhlmann (2w, 2m)"
"tuberculiger","NOSKIEWICZ","SPAIN","W08.53","N42.34","1913-08-23","(NOSKIEWICZ 1936)"
